"項目","単位","1980_55","1981_56","1982_57","1983_58","1984_59","1985_60","1986_61","1987_62","1988_63","1989_1","1990_2","1991_3","1992_4","1993_5","1994_6","1995_7","1996_8","1997_9","1998_10","1999_11","2000_12","2001_13","2002_14","2003_15","2004_16","2005_17","2006_18","有効数字(少数桁)"
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","10.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","29.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","125.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","161.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","257.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","67.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","205.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","80.0",""
"産業（新）大分類別従業者数（総数）_有田川町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","10810.0",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","91.0",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1289.0",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1715.0",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","23.0",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","46.0",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","508.0",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","2693.0",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","108.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","105.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","570.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1355.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","534.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","336.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1110.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","327.0",""
"産業（新）大分類別従業者数（総数）_旧吉備町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_旧金屋町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_旧清水町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_美浜町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","2393.0",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","280.0",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","358.0",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","11.0",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","5.0",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","61.0",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","294.0",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","19.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","57.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","120.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","575.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","177.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","43.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","218.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","175.0",""
"産業（新）大分類別従業者数（総数）_日高町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1908.0",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","148.0",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","277.0",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","192.0",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","9.0",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","40.0",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","322.0",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","3.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","19.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","126.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","186.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","87.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","159.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","227.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","113.0",""
"産業（新）大分類別従業者数（総数）_由良町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","2482.0",""
"産業（新）大分類別従業者数（総数）_農林漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","5.0",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","362.0",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","487.0",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","5.0",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","95.0",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","440.0",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","27.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","20.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","176.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","384.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","121.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","61.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","229.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","70.0",""
"産業（新）大分類別従業者数（総数）_印南町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","2748.0",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","29.0",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","373.0",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","812.0",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","2.0",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","70.0",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","443.0",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","21.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","117.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","158.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","156.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","134.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","335.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","97.0",""
"産業（新）大分類別従業者数（総数）_みなべ町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","6028.0",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","33.0",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","617.0",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1878.0",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","15.0",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","7.0",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","186.0",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","1199.0",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","48.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","49.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","342.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","395.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","325.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","430.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","372.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","132.0",""
"産業（新）大分類別従業者数（総数）_旧南部川村","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_旧南部町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_日高川町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","3705.0",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","96.0",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","-",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","660.0",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","861.0",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","12.0",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","12.0",""
